class_name,subject,topic,question,answer,correct
X,Science,Acid Base Salt,<p>Blue Vitriol is the common name of</p>,|Copper Sulphate|Copper Oxide|Copper Hydroxide|Magnesium Sulphate,Copper Sulphate
X,Science,Acid Base Salt,<p>When vinegar reacts with baking soda the gas evolved is</p>,|Hydrogen|Oxygen|Carbon dioxide|Nitrogen dioxide,Carbon dioxide
X,Science,Acid Base Salt,<p>What happens when a solution of an acid is mixed with a solution of a base in a test tube? (i)The temperature of the solution increases (ii)The temperature of the solution decreases (iv)The tempera,|(i) only |(i) and (iii)|(i) and (iii)|(i), (iii) and (iv),(i), (iii) and (iv)
X,Science,Acid Base Salt,<p>To prevent iron from rusting a coating of this metal is deposited</p>,|Calcium|Chromium|Sodium|Potassium,Chromium
X,Science,Acid Base Salt,<p>An indicator that turns reddish brown when dissolved in soap solution is</p>,|Litmus|China Rose|Turmeric Powder|None of these,Turmeric Powder
X,Science,Acid Base Salt,<p>Sour taste of some fruits is due to the presence of</p>,|Citric Acid|Tartaric Acid|Acetic Acid|Formic Acid,Citric Acid
X,Science,Acid Base Salt,<p>The gas you use in kitchen is called liquefied petroleum gas (L.P.G.). In the cylinder, it exists as a liquid. When it comes out of the cylinder, it&nbsp; becomes as gas (process A), then it burns ,|Process A is a chemical change|Process B is a chemical change|Both processed A and B are chemical changes|None of these processes is a chemical change.,Process B is a chemical change
X,Science,Acid Base Salt,<p>An oxidation reaction involves</p>,|Addition of hydrogen or removal of oxygen|Addition of Oxygen or removal of hydrogen|Addition of Oxygen only|Addition of hydrogen Only,Addition of Oxygen or removal of hydrogen
X,Science,Acid Base Salt,<p>In a combination reaction, how many products are formed</p>,|Only one|Only two|One or two only|Many,Only one
X,Science,Acid Base Salt,<p>Which of the following is a strong acid</p>,|Acetic Acid|Citric Acid|Nitric Acid|Tartaric Acid,Nitric Acid
X,Science,Acid Base Salt,<p>A small plant is planted outside your house, after a few years it i. Grows into a big tree ii. Bears fruit iii. Dies iv. Remains same<br />Which of the above statements is/are correct?</p>,|(ii) only|(iii) & (iv)|(i) & (ii)|(i) only,(i) & (ii)
X,Science,Acid Base Salt,<p>Industrial waste is ... in nature</p>,|Acidic|Basic|Natural|Both (1) and (2),Natural
X,Science,Acid Base Salt,<p>Pick out physical changes from the following: (i) Rusting of iron (ii) Dissolving salt in water (iii) Change of water to ice (iv) Cooking of food</p>,|(i) & (ii) |(ii) & (iii)|(i), (ii) & (iii)|(iii) & (iv),(ii) & (iii)
X,Science,Acid Base Salt,<p>The reaction of acid and a base to form salt and water only is called</p>,|Neutralization|Addition|Substitution|Oxidation,Neutralization
X,Science,Acid Base Salt,<p>Natural indicator litmus is extracted from</p>,|Lichens|Earthworms|Ants|Algae,Lichens
X,Science,Acid Base Salt,<p>Acid contained in the sting of an ant is</p>,|Acetic Acid|Formic Acid|Lactic Acid|Ascorbic Acid,Formic Acid
X,Science,Acid Base Salt,<p>Sun rises in the east and sets in the&nbsp; west, this repeated change is called</p>,|Irreversible change|Periodic change|Physical change|Chemical change,Periodic change
X,Science,Acid Base Salt,<p>Match the following and choose the answer from the code given below:<br />(A)Metals on heating&nbsp;&nbsp; (i) Reversible change&nbsp; (B)Souring of milk&nbsp; (ii) Expand (C) Making clay toys&nbsp,|(A)-(iv), (B)-(i), (C)-(ii), (D)-(iii)|(A)-(ii), (B)-(i), (C)-(iv), (D)-(iii)|(A)-(iii), (B)-(iv), (C)-(i), (D)-(ii)|(A)-(ii), (B)-(iv), (C)-(i), (D)-(iii),(A)-(ii), (B)-(iv), (C)-(i), (D)-(iii)
X,Science,Acid Base Salt,<p>Select the reversible changes from the following and choose the answer from the options given below. (i) Melting of wax (ii) Freezing of water (iii) Formation of curd from milk (iv) Expansion of me,|(i) & (ii)|(i), (ii) & (iv)|(iii) only|All the above,(i), (ii) & (iv)
X,Science,Acid Base Salt,<p>Acids turn methyl orange solution</p>,|Blue|Pink|Red |Colourless,Pink
X,Science,Acid Base Salt,<p>When a drop of phenolphthalein is introduced in lime water, the solution turns</p>,|Blue|Red|Milky|Pink,Pink
X,Science,Acid Base Salt,<p>A base which dissolves in water is called</p>,|Soluble base|Alkali|Acid|Oxide,Alkali
X,Science,Acid Base Salt,<p>Acids are ... in taste while bases are .. in taste</p>,|Sweet, Salty|Sweet, Sour|Sour, Salty|Sour, Bitter,Sour, Bitter
X,Science,Acid Base Salt,<p>A salt derived from a strong base and a weak acid will give a salt that is</p>,|acidic|basic|neutral|volatile,basic
